Unified_url,Reachable_URL,Way_back_archived,Freenom_top_level_domain,Previous_malicious_top_level_domain_TLD,Name_length,Wrong_spell_List,Longest_word_ratio,Special_mark,sub_domain,Contain_Weried_number_combination,levenshtein_distance,Alexa_rank,Status_code,start_date,wildcard_subdomain,Redirect_URL,Created on 2020
http://villacorona.pl,0,1,0,0,4,0,0.10526315789473684,0,1,0,0,0,598,2005,0,0,0
http://virys-covid19.ru,0,0,0,0,8,0,0.09523809523809523,1,1,0,0,1,503,2020,0,0,0
http://webbfilms.co.uk,0,1,0,0,5,0,0.1,0,2,0,0,0,598,2010,0,0,0
http://wefightcovid.se,1,0,0,0,6,0,0.1,0,1,0,0,0,200,2020,0,0,0
http://whereiscovid.info,0,0,0,0,6,0,0.09090909090909093,0,1,0,0,1,403,2020,0,0,0
http://www.4mysecure-facebookcovid19petition.cf,0,0,1,1,11,0,0.04444444444444445,1,2,0,0,0,503,1996,0,0,0
http://www.brunoespanha.com,0,1,0,0,6,0,0.08,0,2,0,0,0,503,1985,0,0,0
http://www.cbsrealitychase.com,0,0,0,0,6,0,0.07142857142857142,0,2,0,0,0,503,1985,0,0,0
http://www.cherrydancefitness.co.uk,1,1,0,0,7,0,0.060606060606060615,0,3,0,0,0,200,2012,0,0,0
http://www.cine.com.uy,1,1,0,0,6,0,0.1,0,3,0,0,0,200,1990,0,0,0
http://www.covidvirus.guru,0,0,0,0,6,0,0.08333333333333333,0,2,0,0,0,503,2013,1,0,0
http://www.gov-ca-covid19.org,0,0,0,0,8,0,0.07407407407407407,1,2,0,0,0,503,2020,0,0,0
http://www.irs.org,0,1,0,0,4,0,0.125,0,2,0,0,1,503,1997,1,0,0
http://www.lamalug.org,0,1,0,0,5,0,0.1,0,2,0,0,0,403,2001,0,0,0
http://www.pescaturismocorona.it,0,0,0,0,7,0,0.06666666666666668,0,2,0,0,0,598,2018,0,0,0
http://www.promo-covid19-neftlix.ml,0,0,1,1,10,0,0.060606060606060615,1,2,0,0,0,503,1993,0,0,0
http://www.stpl.ca,1,1,0,0,5,0,0.125,0,2,0,0,0,200,1987,0,0,0
http://www.wfb-wa-identity-confirmation-now.agency,0,0,0,0,9,0,0.041666666666666664,1,2,0,0,0,503,2014,0,0,0
http://xetoancau.vn,1,1,0,0,7,0,0.1176470588235294,0,1,0,0,0,200,1994,1,0,0
http://xocovid19.com.br,1,0,0,0,7,0,0.09523809523809523,0,2,0,0,0,200,1989,0,0,0
http://zendesk-covid19.org,0,1,0,0,7,0,0.08333333333333333,1,1,0,0,1,503,1985,0,0,0
http://19covid-gouv12.com,0,0,0,0,8,0,0.08695652173913042,1,1,0,0,0,503,2020,0,0,1
http://3dforcovid.com,1,1,0,0,7,0,0.10526315789473684,0,1,0,0,1,200,2020,0,0,1
http://airbnb.id-covid19.com,0,0,0,0,9,0,0.07692307692307693,1,2,0,0,0,503,2020,0,0,1
http://amelenedez.com,0,0,0,0,6,0,0.10526315789473684,0,1,0,0,0,503,2020,0,0,1
http://amelzendez.com,0,0,0,0,5,0,0.10526315789473684,0,1,0,0,0,503,2020,0,0,1
http://americanascovidshop.com,0,0,0,0,7,0,0.07142857142857142,0,1,0,0,0,503,2020,0,0,1
http://amqelendez.com,0,0,0,0,6,0,0.10526315789473684,0,1,0,0,0,503,2020,0,0,1
http://andreakristi.000webhostapp.com,0,0,0,0,8,0,0.057142857142857134,0,2,0,0,1,598,2016,1,0,0
http://ateaseoutfitters.com,0,1,0,0,5,0,0.08,0,1,0,0,0,598,2014,0,0,0
http://atlantabeatscovid.com,1,1,0,0,6,0,0.07692307692307693,0,1,0,0,1,200,2020,0,0,1
http://ayyappantat.com,0,0,0,0,6,0,0.1,0,1,0,0,1,503,2020,0,0,1
http://bantaycovid.com,0,1,0,0,6,0,0.1,0,1,0,0,1,503,2020,0,0,1
http://beccahorner.com,0,1,0,0,5,0,0.1,0,1,0,0,0,598,2011,0,0,0
http://bell-covid19.com,0,0,0,0,6,0,0.09523809523809523,1,1,0,0,0,503,2020,0,0,1
http://berita-covid-19-terkini-tasikmalaya.000webhostapp.com,0,0,0,0,17,0,0.03448275862068965,1,2,0,0,1,598,2016,1,0,0
http://bhleon.com-do.serfidelo.com,0,0,0,0,9,0,0.0625,1,3,0,0,0,598,2020,0,0,1
http://bizrak.com,0,1,0,0,4,0,0.13333333333333333,0,1,0,0,1,503,2016,0,0,0
http://bokepspecialcovid19.event-indo.com,0,0,0,0,10,0,0.05128205128205128,1,2,0,0,0,503,2020,0,0,1
http://bokepviral.19covidd.com,0,0,0,0,9,0,0.07142857142857142,0,2,0,0,1,503,2020,0,0,1
http://bp-formularios-covid19.azurewebsites.net,0,1,0,0,10,0,0.04444444444444445,1,2,0,0,0,503,2012,0,0,0
http://bravecovid.com,0,0,0,0,5,0,0.10526315789473684,0,1,0,0,0,503,2020,0,0,1
http://business-facebook-covid19.com,0,0,0,0,7,0,0.05882352941176471,1,1,0,0,0,503,2020,1,0,1
http://carrefourcovid.com,0,0,0,0,5,0,0.08695652173913042,0,1,0,0,0,503,2020,0,0,1
http://cdestudiantes.com,1,1,0,0,4,0,0.09090909090909093,0,1,0,0,0,200,2017,0,0,0
http://cecollc.com,0,1,0,0,5,0,0.125,0,1,0,0,0,598,2014,0,0,0
http://chasecovid19t.com,0,0,0,0,7,0,0.09090909090909093,0,1,0,0,0,503,2020,0,0,1
http://childcarecorona.com,0,1,0,0,4,0,0.08333333333333333,0,1,0,0,0,598,2019,1,0,0
http://chirurgiehmrcovid.com,0,0,0,0,8,0,0.07692307692307693,0,1,0,0,0,404,2020,0,0,1
http://cinenagari.com,0,1,0,0,5,0,0.10526315789473684,0,1,0,0,0,503,2020,0,0,1
http://cmattayers.com,0,1,0,0,5,0,0.10526315789473684,0,1,0,0,0,503,2010,0,0,0
http://computecovid.com,0,0,0,0,5,0,0.09523809523809523,0,1,0,0,0,503,2020,0,0,1
http://corona-live.net,0,0,0,0,4,0,0.1,1,1,0,0,1,503,2020,1,0,1
http://corona-masr2.com,0,0,0,0,6,0,0.09523809523809523,1,1,0,0,0,503,2020,0,0,1
http://corona-masr21.com,0,0,0,0,6,0,0.09090909090909093,1,1,0,0,0,503,2020,0,0,1
http://corona-masr3.com,0,0,0,0,6,0,0.09523809523809523,1,1,0,0,0,503,2020,0,0,1
http://corona-nearby.com,0,1,0,0,4,0,0.09090909090909093,1,1,0,0,1,503,2020,0,0,1
http://corona-virusus.com,0,0,0,0,5,0,0.08695652173913042,1,1,0,0,0,503,2020,0,0,1
http://corona19covid.000webhostapp.com,0,0,0,0,10,0,0.05555555555555555,0,2,0,0,1,598,2016,1,0,0
http://coronabye.com,0,0,0,0,4,0,0.1111111111111111,0,1,0,0,0,503,2020,0,0,1
http://coronadocruisers.com,0,1,0,0,4,0,0.08,0,1,0,0,0,598,2016,1,0,0
http://coronaflexx.000webhostapp.com,0,0,0,0,9,0,0.05882352941176471,0,2,0,0,1,598,2016,1,0,0
http://coronate-sounds.000webhostapp.com,0,0,0,0,9,0,0.05263157894736842,1,2,0,0,1,598,2016,1,0,0
http://coronavgame1.atwebpages.com,0,0,0,0,8,0,0.0625,0,2,0,0,0,403,2007,0,0,0
http://coronavgame2.atwebpages.com,0,0,0,0,8,0,0.0625,0,2,0,0,0,403,2007,0,0,0
http://coronavgame3.atwebpages.com,0,0,0,0,8,0,0.0625,0,2,0,0,0,403,2007,0,0,0
http://coronavirusbacktoreality.com,1,0,0,0,6,0,0.060606060606060615,0,1,0,0,0,200,2020,0,0,1
http://coronavirusfactory.com,0,0,0,0,4,0,0.07407407407407407,0,1,0,0,0,503,2020,0,0,1
http://coronavirusfeedback.com,0,0,0,0,4,0,0.07142857142857142,0,1,0,0,0,503,2020,0,0,1
http://coronavirusfinancial.net,1,0,0,0,4,0,0.06896551724137931,0,1,0,0,0,200,2020,0,0,1
http://coronavirushazard.com,0,0,0,0,4,0,0.07692307692307693,0,1,0,0,1,503,2020,0,0,1
http://coronavirusinasec.000webhostapp.com,0,0,0,0,9,0,0.05,0,2,0,0,1,503,2016,1,0,0
http://coronavirusnews.000webhostapp.com,0,0,0,0,8,0,0.05263157894736842,0,2,0,0,1,598,2016,1,0,0
http://coronavirusonooeir.huidps.com,0,0,0,0,8,0,0.05882352941176471,0,2,0,0,0,503,2020,0,0,1
http://coronavirusonooeir.luxciosoiop.com,1,0,0,0,11,0,0.05128205128205128,0,2,0,0,0,200,2019,1,0,0
http://coronavirussms.com,1,0,0,0,4,0,0.08695652173913042,0,1,0,0,1,200,2020,0,0,1
http://coronavirustrouble.com,0,0,0,0,4,0,0.07407407407407407,0,1,0,0,0,503,2020,0,0,1
http://coronawire.com,0,1,0,0,4,0,0.10526315789473684,0,1,0,0,0,598,2019,1,0,0
http://coronawires.com,0,0,0,0,4,0,0.1,0,1,0,0,0,598,2019,1,0,0
http://cottonbeatscovid.com,1,0,0,0,6,0,0.08,0,1,0,0,0,200,2020,0,0,1
http://courseaholic.com,0,1,0,0,6,0,0.09523809523809523,0,1,0,0,0,503,2007,0,0,0
http://covid-19.xxx-wa.com,0,0,0,0,7,0,0.08333333333333333,1,2,0,0,0,503,2020,0,0,1
http://covid-192.godaddysites.com,1,0,0,0,7,0,0.06451612903225806,1,2,0,0,1,200,2013,1,0,0
http://covid-19art.com,0,0,0,0,6,0,0.1,1,1,0,0,0,503,2020,0,0,1
http://covid19-credits.com,0,0,0,0,6,0,0.08333333333333333,1,1,0,0,0,503,2020,0,0,1
http://covid19-infor.net,0,0,0,0,7,0,0.09090909090909093,1,1,0,0,0,503,2020,0,0,1
http://covid19-seguranca.autosmsbb.com,0,0,0,0,10,0,0.05555555555555555,1,2,0,0,0,503,2020,0,0,1
http://covid19-survei.000webhostapp.com,0,0,0,0,12,0,0.054054054054054064,1,2,0,0,1,503,2016,1,0,0
http://covid19.id-airbnb.com,0,0,0,0,9,0,0.07692307692307693,1,2,0,0,0,503,2020,0,0,1
